spawn-cost --transcripts: /root/.claude/projects/-home-user-wc26-picks/b9cd91ae-0774-5237-89a0-83f5e9373b08
  170 of 454 spawn(s) carry a session-limit notice, and 148 of those 170 produced NO turn at all: a spawn slot spent on nothing. Example notice: You've hit your session limit · resets 11:20pm (UTC) (+9 more of 10)
  454 transcript(s) walked
    agent-a87279b275c4b865e  tier=opus         turns=138  alines=226
    agent-a60d81eedf79ede46  tier=fable        turns=23   alines=58
    agent-a3045676af6358758  tier=opus         turns=22   alines=77
    agent-a818c4b7268921df6  tier=opus         turns=21   alines=54
    agent-ab07427c7b0b6b4a7  tier=opus         turns=21   alines=68
    agent-ad22e0360c030e633  tier=opus         turns=21   alines=50
    agent-afef9c7ec929e27d0  tier=opus         turns=21   alines=68
    agent-a363e1d80a8b4030f  tier=opus         turns=20   alines=41
    agent-a83f37c2fa8a60e9a  tier=sonnet       turns=20   alines=48
    agent-a953d0ae96d967d14  tier=fable        turns=20   alines=57
    agent-a16076573b248da6c  tier=fable        turns=19   alines=46
    agent-a308ff430eacb2e67  tier=fable        turns=19   alines=49
    agent-a3c15d0714628faca  tier=opus         turns=19   alines=47
    agent-a44c9333f2335d4a7  tier=opus         turns=19   alines=59
    agent-a46bb365867338687  tier=fable        turns=19   alines=50
    agent-a626e667ed0cac227  tier=fable        turns=19   alines=165
    agent-a9b8f48fa8c2f18fd  tier=fable        turns=19   alines=63
    agent-a929751139b92e8d4  tier=fable        turns=18   alines=46
    agent-a5e1c7b59c7c20871  tier=opus         turns=17   alines=45
    agent-a94b8c49060bf3f4f  tier=fable        turns=17   alines=122
    agent-a116b20b0f50fc1fe  tier=opus         turns=16   alines=39
    agent-a83c30cf20896d942  tier=fable        turns=16   alines=45
    agent-a90090722106921ba  tier=opus         turns=16   alines=56
    agent-a9d598a0703b3324a  tier=fable        turns=16   alines=108
    agent-aacdcdffd39454a15  tier=fable        turns=15   alines=41
    agent-ab4589509f1e5684c  tier=opus         turns=15   alines=35
    agent-a16355a5b37497d22  tier=fable        turns=14   alines=26
    agent-a4062088476da0496  tier=fable        turns=14   alines=26
    agent-a5507458e1ebd6324  tier=fable        turns=14   alines=40
    agent-acc8022acdaa37698  tier=fable        turns=14   alines=29
    agent-acc90041727d9cd89  tier=fable        turns=14   alines=24
    agent-ae16fbf80b4d7d058  tier=fable        turns=14   alines=26
    agent-aeef4fd4723d2f52b  tier=fable        turns=14   alines=27
    agent-af033cb6ec1e18414  tier=fable        turns=14   alines=27
    agent-a0244d1c170823c63  tier=fable        turns=13   alines=27
    agent-a09abbe2e33508591  tier=fable        turns=13   alines=46
    agent-a0bfed2a3a845e387  tier=fable        turns=13   alines=33
    agent-a11d0a2e86ca7c0b9  tier=fable        turns=13   alines=25
    agent-a1651f2b4941d157b  tier=fable        turns=13   alines=23
    agent-a23640a78dd7af11c  tier=fable        turns=13   alines=23
    agent-a26dfb0f790946b38  tier=fable        turns=13   alines=42
    agent-a2bf2581fee1072fd  tier=fable        turns=13   alines=40
    agent-a3670dab572692685  tier=fable        turns=13   alines=21
    agent-a3d695d1f9eb4e89d  tier=fable        turns=13   alines=24
    agent-a3eae50b907fdfb87  tier=fable        turns=13   alines=32
    agent-a4ef8a06ede40694e  tier=fable        turns=13   alines=26
    agent-a55f6beeb77d29af1  tier=fable        turns=13   alines=27
    agent-a747dbefe631bdbcc  tier=fable        turns=13   alines=36
    agent-a78248d0803aa17d4  tier=fable        turns=13   alines=26
    agent-a84c4ee6e3e1a7406  tier=fable        turns=13   alines=21
    agent-a86c1c2f0d97158cc  tier=fable        turns=13   alines=24
    agent-a951d8285826d6783  tier=fable        turns=13   alines=42
    agent-abdda8d5d553fbe8c  tier=fable        turns=13   alines=25
    agent-acadf8fc84dd229c2  tier=fable        turns=13   alines=22
    agent-ad8415302d6cfdec5  tier=fable        turns=13   alines=38
    agent-adac75498acb6c804  tier=fable        turns=13   alines=23
    agent-aeb5fca2de9718508  tier=fable        turns=13   alines=23
    agent-af24df75365229633  tier=fable        turns=13   alines=23
    agent-af33992df7ad3ede4  tier=fable        turns=13   alines=98
    agent-af3705f0f6913d445  tier=fable        turns=13   alines=24
    agent-a02d2d2b3ed2d8feb  tier=fable        turns=12   alines=28
    agent-a054c09c2a388c226  tier=fable        turns=12   alines=21
    agent-a0f4028ee31219a2f  tier=fable        turns=12   alines=25
    agent-a179aadc4bd931128  tier=fable        turns=12   alines=24
    agent-a2444e4bf916c6141  tier=fable        turns=12   alines=21
    agent-a29ad986d4d6232ff  tier=fable        turns=12   alines=25
    agent-a2aab28eee8feaf43  tier=fable        turns=12   alines=84
    agent-a38e18f339270036a  tier=fable        turns=12   alines=24
    agent-a39aa0e4030f90476  tier=fable        turns=12   alines=21
    agent-a3ec3dbfb24bc3fb3  tier=fable        turns=12   alines=26
    agent-a456f8b3937863268  tier=fable        turns=12   alines=24
    agent-a4b19993d6566fe91  tier=fable        turns=12   alines=24
    agent-a5a0cb8e0cdddf4ee  tier=fable        turns=12   alines=21
    agent-a62b3aa22cbaf2470  tier=fable        turns=12   alines=19
    agent-a7ad50d3992e58bc4  tier=fable        turns=12   alines=21
    agent-a87a8d296cbe788ed  tier=fable        turns=12   alines=22
    agent-a8deb19f7f86cb60b  tier=fable        turns=12   alines=24
    agent-a91570108aca0b538  tier=fable        turns=12   alines=19
    agent-ab79c5c64a50ac353  tier=fable        turns=12   alines=24
    agent-abecd2a90ccb6d5ff  tier=fable        turns=12   alines=25
    agent-ac2921980b0f55b95  tier=fable        turns=12   alines=23
    agent-aca1258cd4e6ee301  tier=fable        turns=12   alines=24
    agent-ace055ce31b033dae  tier=fable        turns=12   alines=25
    agent-ad48270cc61fa6d37  tier=fable        turns=12   alines=90
    agent-ad577aac3db432518  tier=fable        turns=12   alines=21
    agent-ad598eaac3b4672fd  tier=fable        turns=12   alines=26
    agent-ad69e5c3a6e000b3a  tier=fable        turns=12   alines=25
    agent-ae288222e1bd37ad2  tier=fable        turns=12   alines=24
    agent-ae636b65e6394d35c  tier=fable        turns=12   alines=23
    agent-af6875a35648bf1aa  tier=fable        turns=12   alines=23
    agent-af6b98359bb945a5c  tier=fable        turns=12   alines=23
    agent-a02d937cdd00011f1  tier=fable        turns=11   alines=20
    agent-a066fa874697639d3  tier=fable        turns=11   alines=25
    agent-a085bfbe4397dc2c6  tier=fable        turns=11   alines=23
    agent-a47ca2fa41f447a36  tier=fable        turns=11   alines=23
    agent-a5218d503e66e6476  tier=fable        turns=11   alines=25
    agent-a5b76f23d3efbea2b  tier=fable        turns=11   alines=21
    agent-a5d552c4f7450c7ce  tier=fable        turns=11   alines=145
    agent-a6a1056756e2f2d19  tier=fable        turns=11   alines=25
    agent-a9e4a8a769c48b983  tier=fable        turns=11   alines=26
    agent-abb3584049f0b35e8  tier=fable        turns=11   alines=23
    agent-abcc2fe93e3d917ad  tier=fable        turns=11   alines=24
    agent-ac1671f1f79c845f8  tier=fable        turns=11   alines=20
    agent-ad59ed20308b5b8fb  tier=fable        turns=11   alines=18
    agent-ad5cf68edbb8bb709  tier=fable        turns=11   alines=23
    agent-af808101f28882802  tier=fable        turns=11   alines=24
    agent-af9a07fb7c8f749c8  tier=fable        turns=11   alines=23
    agent-afac36920ad8772b4  tier=fable        turns=11   alines=36
    agent-a2dba337bab3de5da  tier=opus         turns=10   alines=27
    agent-a2f9bf6181d387998  tier=fable        turns=10   alines=57
    agent-a360fe62eefc55c06  tier=fable        turns=10   alines=69
    agent-a641a139963bf8765  tier=opus         turns=10   alines=38
    agent-a6798a7012262441e  tier=fable        turns=10   alines=35
    agent-a6f41463edf33319f  tier=fable        turns=10   alines=29
    agent-a9fec63f3b7d21989  tier=fable        turns=10   alines=73
    agent-ac344e161b908e8e2  tier=fable        turns=10   alines=33
    agent-ac88b21208c4799e5  tier=fable        turns=10   alines=29
    agent-af0a67a253786897e  tier=fable        turns=10   alines=75
    agent-a688bc6ba1d2849ba  tier=fable        turns=9    alines=31
    agent-a7064d6f14c8361ad  tier=fable        turns=9    alines=28
    agent-a21368d0da03e5634  tier=fable        turns=8    alines=26
    agent-a2bdab6693b2606a0  tier=fable        turns=8    alines=30
    agent-a4cfcd520de3234c3  tier=fable        turns=8    alines=27
    agent-a7356269dfb9eedff  tier=fable        turns=8    alines=17
    agent-a81df518dc2faf59d  tier=fable        turns=8    alines=13
    agent-aa1f3f9b890b43ce1  tier=fable        turns=8    alines=14
    agent-ab2f63350b8e334f4  tier=fable        turns=8    alines=25
    agent-abd2408e2ab186cdd  tier=fable        turns=8    alines=26
    agent-adf785194b25de42a  tier=fable        turns=8    alines=13
    agent-aec4ca6d72f5421a9  tier=fable        turns=8    alines=54
    agent-af2c454a85fc9ca7c  tier=fable        turns=8    alines=23
    agent-af67cd5d2586b7ac7  tier=opus         turns=8    alines=30
    agent-affb66bb469d4c694  tier=fable        turns=8    alines=27
    agent-a0120308e75752591  tier=fable        turns=7    alines=23
    agent-a046ce521395936d5  tier=fable        turns=7    alines=11
    agent-a18cef06fad06d5e1  tier=fable        turns=7    alines=18
    agent-a4bb1285ad42e363b  tier=fable        turns=7    alines=24
    agent-a7197158839920ce3  tier=opus         turns=7    alines=20
    agent-a8f06fe848ba6bb91  tier=fable        turns=7    alines=20
    agent-a9eed3f92b4a32ede  tier=fable        turns=7    alines=22
    agent-aa02a446b9969349c  tier=fable        turns=7    alines=24
    agent-aa57838ded5559db0  tier=fable        turns=7    alines=19
    agent-ab3e38817636e9aae  tier=opus         turns=7    alines=22
    agent-acb91b7a6e65a6d04  tier=fable        turns=7    alines=15
    agent-acd6dc28ca7ec1d35  tier=fable        turns=7    alines=17
    agent-afc782cfd077eab50  tier=fable        turns=7    alines=11
    agent-a159e692af911820d  tier=fable        turns=6    alines=19
    agent-a321658f898ab430d  tier=fable        turns=6    alines=13
    agent-a74f4c6e0463ba932  tier=fable        turns=6    alines=67
    agent-a9c85c35b1b60e85b  tier=fable        turns=6    alines=13
    agent-ac22205b17c70034b  tier=fable        turns=6    alines=20
    agent-ad1605b9d4275c280  tier=fable        turns=6    alines=15
    agent-af33ad55e495a6663  tier=fable        turns=6    alines=19
    agent-afa7c5bbae6c47e90  tier=opus         turns=6    alines=13
    agent-a25fb41c237b51adf  tier=opus         turns=5    alines=20
    agent-ab206574ac39fcb8e  tier=fable        turns=5    alines=14
    agent-ad1f08a041bb2d8b6  tier=fable        turns=5    alines=16
    agent-ad53a633f3bff991d  tier=fable        turns=5    alines=12
    agent-a5c4c054b365aa670  tier=opus         turns=4    alines=15
    agent-a9353a7ddf1043e27  tier=opus         turns=4    alines=10
    agent-aa8d9a59a142ecbae  tier=opus         turns=4    alines=10
    agent-aeb2a05bc2a6a5ff1  tier=fable        turns=4    alines=12
    agent-af98b30526e292ea1  tier=opus         turns=4    alines=11
    agent-a5033ff586dae3734  tier=fable        turns=3    alines=8
    agent-af76524f8c9aac707  tier=fable        turns=3    alines=13
    agent-a1013a6046e16fa1f  tier=fable        turns=2    alines=6
    agent-a113d4c987e2c71e8  tier=opus         turns=2    alines=3
    agent-a13bf2c4707060d64  tier=opus         turns=2    alines=2
    agent-a206124b477be7020  tier=fable        turns=2    alines=6
    agent-a623e1ccaf2256f26  tier=opus         turns=2    alines=2
    agent-a63cfc7163fcb4341  tier=opus         turns=2    alines=2
    agent-a7de0890d53a4646f  tier=fable        turns=2    alines=6
    agent-a98dd29b13d0e579f  tier=fable        turns=2    alines=6
    agent-a9f22ee556d041bf2  tier=fable        turns=2    alines=6
    agent-aa7ab09b576d057f8  tier=opus         turns=2    alines=2
    agent-ab25dcaf10390a87d  tier=opus         turns=2    alines=6
    agent-ab9026228afe829f4  tier=fable        turns=2    alines=8
    agent-ac2b10adf5d191a4e  tier=fable        turns=2    alines=6
    agent-add568498cf749905  tier=opus         turns=2    alines=2
    agent-ae8d779b10f139367  tier=fable        turns=2    alines=7
    agent-a009b3f4fe3ffffba  tier=no-model     turns=0    alines=0
    agent-a00bf05e1a940aab6  tier=no-model     turns=0    alines=0
    agent-a027dceab78e917ef  tier=no-model     turns=0    alines=0
    agent-a02e05a243885aa03  tier=no-model     turns=0    alines=0
    agent-a04532efc8e34ceb9  tier=no-model     turns=0    alines=0
    agent-a06b980bff73ca755  tier=no-model     turns=0    alines=0
    agent-a097c39d11102a53f  tier=no-model     turns=0    alines=0
    agent-a0cce335ccd764f1f  tier=no-model     turns=0    alines=0
    agent-a1061cf810d962eca  tier=no-model     turns=0    alines=0
    agent-a11079ce649410ae2  tier=no-model     turns=0    alines=0
    agent-a11e2abb180c47fab  tier=no-model     turns=0    alines=0
    agent-a1314cd0a6be8162d  tier=no-model     turns=0    alines=0
    agent-a1415bdd57344e7a4  tier=no-model     turns=0    alines=0
    agent-a15278b04c2fdf977  tier=no-model     turns=0    alines=0
    agent-a1573f0f0cbff0500  tier=no-model     turns=0    alines=0
    agent-a15a787a8b3dc9cef  tier=no-model     turns=0    alines=0
    agent-a163229e36769261e  tier=no-model     turns=0    alines=0
    agent-a19b76a89bc72b0d3  tier=no-model     turns=0    alines=0
    agent-a1aee2bda9edbbd30  tier=no-model     turns=0    alines=0
    agent-a1e85daa6c10c4afa  tier=no-model     turns=0    alines=0
    agent-a204734da39b3e979  tier=no-model     turns=0    alines=0
    agent-a2277c8d04cb23a60  tier=no-model     turns=0    alines=0
    agent-a279eb5a661515854  tier=no-model     turns=0    alines=0
    agent-a2a32e6c524e29ecf  tier=no-model     turns=0    alines=0
    agent-a2b64081b9c867c74  tier=no-model     turns=0    alines=0
    agent-a2be75ea14b142db2  tier=no-model     turns=0    alines=0
    agent-a2ec50690f687f4e8  tier=no-model     turns=0    alines=0
    agent-a300fc15700edac73  tier=no-model     turns=0    alines=0
    agent-a307cb3e2d45dc0a7  tier=no-model     turns=0    alines=0
    agent-a32502cc6e5f45e3d  tier=no-model     turns=0    alines=0
    agent-a32f9a9a17d151f91  tier=no-model     turns=0    alines=0
    agent-a3363ba98d632165c  tier=no-model     turns=0    alines=0
    agent-a360473a44097090d  tier=no-model     turns=0    alines=0
    agent-a37e9061d16ea6d3e  tier=no-model     turns=0    alines=0
    agent-a3866ad1a42ecad7e  tier=no-model     turns=0    alines=0
    agent-a38ef04bd6429176e  tier=no-model     turns=0    alines=0
    agent-a39f5cb595ec0cd5c  tier=no-model     turns=0    alines=0
    agent-a3b3e70862b0f049c  tier=no-model     turns=0    alines=0
    agent-a3b3ff04c5b8306e3  tier=no-model     turns=0    alines=0
    agent-a3b9ff3dae365e761  tier=no-model     turns=0    alines=0
    agent-a3e0bd3d7ee7eb679  tier=no-model     turns=0    alines=0
    agent-a40f9002fdea4ee5a  tier=no-model     turns=0    alines=0
    agent-a42a181a13ac2d967  tier=no-model     turns=0    alines=0
    agent-a444e8ed266161fee  tier=no-model     turns=0    alines=0
    agent-a44b40578ecb1dbc5  tier=no-model     turns=0    alines=0
    agent-a454015b83619605f  tier=no-model     turns=0    alines=0
    agent-a4881b296946c0730  tier=no-model     turns=0    alines=0
    agent-a48c2b3c5a8a9b258  tier=no-model     turns=0    alines=0
    agent-a4ae75b6031c2ec0a  tier=no-model     turns=0    alines=0
    agent-a4c2ff6fc5d77aa7d  tier=no-model     turns=0    alines=0
    agent-a4c958d63a697c6d1  tier=no-model     turns=0    alines=0
    agent-a4e289d7bb3d26b74  tier=no-model     turns=0    alines=0
    agent-a4f36d5562743a86d  tier=no-model     turns=0    alines=0
    agent-a4fa14e94d529062e  tier=no-model     turns=0    alines=0
    agent-a51786df76e0f6dc2  tier=no-model     turns=0    alines=0
    agent-a527d5f9cab304294  tier=no-model     turns=0    alines=0
    agent-a53b5a9c2ec4108d5  tier=no-model     turns=0    alines=0
    agent-a554adb9cbb822b56  tier=no-model     turns=0    alines=0
    agent-a5645995c24047389  tier=no-model     turns=0    alines=0
    agent-a56a74e09e420e723  tier=no-model     turns=0    alines=0
    agent-a5967725e82821bbe  tier=no-model     turns=0    alines=0
    agent-a5bdbed7a63bcf8cb  tier=no-model     turns=0    alines=0
    agent-a5c4d2cb383947e06  tier=no-model     turns=0    alines=0
    agent-a5dee182217bd8381  tier=no-model     turns=0    alines=0
    agent-a5ea347cee30034a2  tier=no-model     turns=0    alines=0
    agent-a606cdc62f45e798a  tier=no-model     turns=0    alines=0
    agent-a61290e9461f2b305  tier=no-model     turns=0    alines=0
    agent-a621decd8688a269c  tier=no-model     turns=0    alines=0
    agent-a625ecb5eaa21fec2  tier=no-model     turns=0    alines=0
    agent-a63c7205fb3bfd259  tier=no-model     turns=0    alines=0
    agent-a6459553724441c6c  tier=no-model     turns=0    alines=0
    agent-a66c382d4276fcf72  tier=no-model     turns=0    alines=0
    agent-a69251ca2f5c9f47f  tier=no-model     turns=0    alines=0
    agent-a692bf47ee548aaaa  tier=no-model     turns=0    alines=0
    agent-a6d1687ab7b02e7b4  tier=no-model     turns=0    alines=0
    agent-a72c1efd6f13c781a  tier=no-model     turns=0    alines=0
    agent-a73fb562ad1e9c9f4  tier=no-model     turns=0    alines=0
    agent-a746ad2ea04ede435  tier=no-model     turns=0    alines=0
    agent-a75aa87843ccc8908  tier=no-model     turns=0    alines=0
    agent-a78360a35beb95c6b  tier=no-model     turns=0    alines=0
    agent-a7ae7870d15f2f969  tier=no-model     turns=0    alines=0
    agent-a81bd842632b5b69f  tier=no-model     turns=0    alines=0
    agent-a823c1838d930098e  tier=no-model     turns=0    alines=0
    agent-a88000ade4019213b  tier=no-model     turns=0    alines=0
    agent-a8bcf3cfabc5ef675  tier=no-model     turns=0    alines=0
    agent-a8ecfb681cc7664e5  tier=no-model     turns=0    alines=0
    agent-a936d1bb819c37c61  tier=no-model     turns=0    alines=0
    agent-a9410dddde9335428  tier=no-model     turns=0    alines=0
    agent-a9b90933ced7c8bef  tier=no-model     turns=0    alines=0
    agent-a9c38a31e8b2cc60f  tier=no-model     turns=0    alines=0
    agent-a9fa09a69680d42f0  tier=no-model     turns=0    alines=0
    agent-aa15c59832814747b  tier=no-model     turns=0    alines=0
    agent-aa31c950687b9d2e1  tier=no-model     turns=0    alines=0
    agent-aa50a9b0bd104dc5a  tier=no-model     turns=0    alines=0
    agent-aa8b4c350f8589e97  tier=no-model     turns=0    alines=0
    agent-aacea3e16042d0d79  tier=no-model     turns=0    alines=0
    agent-aae45d04b0ac492cb  tier=no-model     turns=0    alines=0
    agent-ab192bffa99a1ed2a  tier=no-model     turns=0    alines=0
    agent-ab20968c20aeb9c45  tier=no-model     turns=0    alines=0
    agent-ab23af017c6b14cc8  tier=no-model     turns=0    alines=0
    agent-ab25c6321944ada4b  tier=no-model     turns=0    alines=0
    agent-ab447ba14f4ea3e02  tier=no-model     turns=0    alines=0
    agent-ab4785b69cf3c89ea  tier=no-model     turns=0    alines=0
    agent-ab595e690bdfc34f1  tier=no-model     turns=0    alines=0
    agent-ab67397f838381075  tier=no-model     turns=0    alines=0
    agent-ab78ce55ed527b853  tier=no-model     turns=0    alines=0
    agent-abbab0bd19d6c4131  tier=no-model     turns=0    alines=0
    agent-abcdfed01103f3df2  tier=no-model     turns=0    alines=0
    agent-abf05b2cbb6afa985  tier=no-model     turns=0    alines=0
    agent-abf19902c1591a80a  tier=no-model     turns=0    alines=0
    agent-ac046f6c439b5c676  tier=no-model     turns=0    alines=0
